chrom1	start1	end1	chrom2	start2	end2	bin1	bin2	kernel_id	iteration	score	pvalue	qvalue
chr1	210000	212000	chr1	224000	226000	105	112	0	0	0.4181220907	0.0000000008	0.0000000012
chr1	226000	228000	chr1	244000	246000	113	122	0	0	0.5562215712	0.0000000000	0.0000000000
chr1	248000	250000	chr1	286000	288000	124	143	0	0	0.3771099234	0.0000000001	0.0000000001
chr1	250000	252000	chr1	270000	272000	125	135	0	0	0.3141824075	0.0000005259	0.0000005632
chr1	306000	308000	chr1	322000	324000	153	161	0	0	0.4041504427	0.0000000000	0.0000000000
chr1	324000	326000	chr1	346000	348000	162	173	0	0	0.3787622395	0.0000000002	0.0000000003
chr1	348000	350000	chr1	374000	376000	174	187	0	0	0.6947143752	0.0000000000	0.0000000000
chr1	388000	390000	chr1	416000	418000	194	208	0	0	0.3596077523	0.0000000023	0.0000000031
chr1	432000	434000	chr1	478000	480000	216	239	0	0	0.3317069322	0.0000000417	0.0000000497
chr1	434000	436000	chr1	446000	448000	217	223	0	0	0.4663527304	0.0000000000	0.0000000000
chr1	450000	452000	chr1	476000	478000	225	238	0	0	0.4499742725	0.0000000000	0.0000000000
chr1	476000	478000	chr1	504000	506000	238	252	0	0	0.3903213888	0.0000000003	0.0000000004
chr1	512000	514000	chr1	546000	548000	256	273	0	0	0.4175134410	0.0000000000	0.0000000000
chr1	546000	548000	chr1	562000	564000	273	281	0	0	0.5218212305	0.0000000000	0.0000000000
chr1	562000	564000	chr1	586000	588000	281	293	0	0	0.5345320146	0.0000000000	0.0000000000
chr1	584000	586000	chr1	610000	612000	292	305	0	0	0.5989443637	0.0000000000	0.0000000000
chr1	608000	610000	chr1	628000	630000	304	314	0	0	0.3171138326	0.0000004045	0.0000004385
chr1	626000	628000	chr1	660000	662000	313	330	0	0	0.5773463287	0.0000000000	0.0000000000
chr1	712000	714000	chr1	724000	726000	356	362	0	0	0.3315179695	0.0000037934	0.0000039085
chr1	724000	726000	chr1	744000	746000	362	372	0	0	0.4018167771	0.0000000790	0.0000000919
chr1	740000	742000	chr1	766000	768000	370	383	0	0	0.4681682011	0.0000000000	0.0000000000
chr1	764000	766000	chr1	786000	788000	382	393	0	0	0.5109788135	0.0000000000	0.0000000000
chr1	786000	788000	chr1	804000	806000	393	402	0	0	0.3296340289	0.0000001833	0.0000002056
chr1	806000	808000	chr1	820000	822000	403	410	0	0	0.3107954578	0.0000035579	0.0000036693
chr1	820000	822000	chr1	844000	846000	410	422	0	0	0.5172860343	0.0000000000	0.0000000000
chr1	846000	848000	chr1	888000	890000	423	444	0	0	0.4879916692	0.0000000000	0.0000000000
chr1	892000	894000	chr1	906000	908000	446	453	0	0	0.3686161621	0.0000000071	0.0000000091
chr1	928000	930000	chr1	942000	944000	464	471	0	0	0.4064896498	0.0000000040	0.0000000054
chr1	954000	956000	chr1	982000	984000	477	491	0	0	0.4501592619	0.0000000000	0.0000000000
chr1	988000	990000	chr1	1008000	1010000	494	504	0	0	0.4278212225	0.0000000000	0.0000000000
chr1	1006000	1008000	chr1	1028000	1030000	503	514	0	0	0.5542908907	0.0000000000	0.0000000000
chr1	1148000	1150000	chr1	1156000	1158000	574	578	0	0	0.4389029759	0.0000000000	0.0000000000
chr1	1186000	1188000	chr1	1212000	1214000	593	606	0	0	0.3468160762	0.0000000044	0.0000000059
chr1	1212000	1214000	chr1	1230000	1232000	606	615	0	0	0.4585778307	0.0000000000	0.0000000000
chr1	1236000	1238000	chr1	1272000	1274000	618	636	0	0	0.6338845890	0.0000000000	0.0000000000
chr1	1276000	1278000	chr1	1294000	1296000	638	647	0	0	0.4715342197	0.0000000000	0.0000000000
chr1	1294000	1296000	chr1	1318000	1320000	647	659	0	0	0.6016503007	0.0000000000	0.0000000000
chr1	1330000	1332000	chr1	1344000	1346000	665	672	0	0	0.4167813152	0.0000000000	0.0000000000
chr1	1346000	1348000	chr1	1380000	1382000	673	690	0	0	0.5294626998	0.0000000000	0.0000000000
chr1	1384000	1386000	chr1	1406000	1408000	692	703	0	0	0.4515781938	0.0000000000	0.0000000000
chr1	1406000	1408000	chr1	1428000	1430000	703	714	0	0	0.6249622023	0.0000000000	0.0000000000
chr1	1428000	1430000	chr1	1446000	1448000	714	723	0	0	0.3753581724	0.0000000009	0.0000000013
chr1	1484000	1486000	chr1	1506000	1508000	742	753	0	0	0.5336311900	0.0000000000	0.0000000000
chr1	1508000	1510000	chr1	1528000	1530000	754	764	0	0	0.4412284108	0.0000000000	0.0000000000
chr1	1540000	1542000	chr1	1568000	1570000	770	784	0	0	0.5313755785	0.0000000000	0.0000000000
chr1	1566000	1568000	chr1	1586000	1588000	783	793	0	0	0.3344893862	0.0000002181	0.0000002424
chr1	1618000	1620000	chr1	1638000	1640000	809	819	0	0	0.3427391476	0.0000000185	0.0000000230
chr1	1664000	1666000	chr1	1688000	1690000	832	844	0	0	0.5042180855	0.0000000000	0.0000000000
chr1	1698000	1700000	chr1	1712000	1714000	849	856	0	0	0.3745634741	0.0000000038	0.0000000051
chr1	1714000	1716000	chr1	1746000	1748000	857	873	0	0	0.3043058924	0.0000002547	0.0000002808
chr1	1824000	1826000	chr1	1846000	1848000	912	923	0	0	0.6128836224	0.0000000000	0.0000000000
chr1	1846000	1848000	chr1	1866000	1868000	923	933	0	0	0.5441514088	0.0000000000	0.0000000000
chr1	1866000	1868000	chr1	1896000	1898000	933	948	0	0	0.4307330207	0.0000000000	0.0000000000
chr1	1926000	1928000	chr1	1948000	1950000	963	974	0	0	0.4209607796	0.0000000006	0.0000000009
chr1	1948000	1950000	chr1	1974000	1976000	974	987	0	0	0.6687148620	0.0000000000	0.0000000000
chr1	1978000	1980000	chr1	1998000	2000000	989	999	0	0	0.3872853911	0.0000000251	0.0000000306
chr1	1998000	2000000	chr1	2008000	2010000	999	1004	0	0	0.4098407884	0.0000001921	0.0000002150
chr1	2008000	2010000	chr1	2026000	2028000	1004	1013	0	0	0.3591739914	0.0000019818	0.0000020734
chr1	2024000	2026000	chr1	2062000	2064000	1012	1031	0	0	0.3623752245	0.0000000547	0.0000000646
