chrom1	start1	end1	chrom2	start2	end2	bin1	bin2	kernel_id	iteration	score	pvalue	qvalue
chr1	210000	212000	chr1	226000	228000	105	113	0	0	0.3457130273	0.0000001163	0.0000001304
chr1	226000	228000	chr1	244000	246000	113	122	0	0	0.5117272755	0.0000000000	0.0000000000
chr1	304000	306000	chr1	324000	326000	152	162	0	0	0.3560133151	0.0000000014	0.0000000018
chr1	324000	326000	chr1	346000	348000	162	173	0	0	0.4322847478	0.0000000000	0.0000000000
chr1	348000	350000	chr1	374000	376000	174	187	0	0	0.6638352331	0.0000000000	0.0000000000
chr1	372000	374000	chr1	386000	388000	186	193	0	0	0.3989881689	0.0000000003	0.0000000004
chr1	434000	436000	chr1	444000	446000	217	222	0	0	0.3264295781	0.0000048535	0.0000049119
chr1	472000	474000	chr1	504000	506000	236	252	0	0	0.3044777497	0.0000012928	0.0000013287
chr1	546000	548000	chr1	562000	564000	273	281	0	0	0.5598366114	0.0000000000	0.0000000000
chr1	562000	564000	chr1	584000	586000	281	292	0	0	0.5684961804	0.0000000000	0.0000000000
chr1	584000	586000	chr1	610000	612000	292	305	0	0	0.6073023799	0.0000000000	0.0000000000
chr1	628000	630000	chr1	658000	660000	314	329	0	0	0.6004140416	0.0000000000	0.0000000000
chr1	676000	678000	chr1	700000	702000	338	350	0	0	0.3556788491	0.0000000210	0.0000000252
chr1	724000	726000	chr1	738000	740000	362	369	0	0	0.3860178914	0.0000010325	0.0000010635
chr1	740000	742000	chr1	764000	766000	370	382	0	0	0.4296218138	0.0000000002	0.0000000003
chr1	764000	766000	chr1	786000	788000	382	393	0	0	0.5487934459	0.0000000000	0.0000000000
chr1	790000	792000	chr1	804000	806000	395	402	0	0	0.3576434831	0.0000000355	0.0000000417
chr1	822000	824000	chr1	844000	846000	411	422	0	0	0.5055480969	0.0000000000	0.0000000000
chr1	846000	848000	chr1	888000	890000	423	444	0	0	0.5132705180	0.0000000000	0.0000000000
chr1	892000	894000	chr1	906000	908000	446	453	0	0	0.4732778892	0.0000000000	0.0000000000
chr1	956000	958000	chr1	988000	990000	478	494	0	0	0.4600728156	0.0000000000	0.0000000000
chr1	1008000	1010000	chr1	1028000	1030000	504	514	0	0	0.4054869112	0.0000000000	0.0000000000
chr1	1148000	1150000	chr1	1156000	1158000	574	578	0	0	0.3328356353	0.0000006029	0.0000006323
chr1	1212000	1214000	chr1	1230000	1232000	606	615	0	0	0.5536767147	0.0000000000	0.0000000000
chr1	1236000	1238000	chr1	1274000	1276000	618	637	0	0	0.6210985335	0.0000000000	0.0000000000
chr1	1276000	1278000	chr1	1294000	1296000	638	647	0	0	0.4919822156	0.0000000000	0.0000000000
chr1	1292000	1294000	chr1	1318000	1320000	646	659	0	0	0.5318708960	0.0000000000	0.0000000000
chr1	1330000	1332000	chr1	1344000	1346000	665	672	0	0	0.4598109999	0.0000000000	0.0000000000
chr1	1346000	1348000	chr1	1382000	1384000	673	691	0	0	0.6017346759	0.0000000000	0.0000000000
chr1	1384000	1386000	chr1	1406000	1408000	692	703	0	0	0.4220283487	0.0000000000	0.0000000000
chr1	1406000	1408000	chr1	1428000	1430000	703	714	0	0	0.5114513467	0.0000000000	0.0000000000
chr1	1426000	1428000	chr1	1448000	1450000	713	724	0	0	0.4324951295	0.0000000000	0.0000000000
chr1	1448000	1450000	chr1	1462000	1464000	724	731	0	0	0.3216622199	0.0000002251	0.0000002430
chr1	1466000	1468000	chr1	1482000	1484000	733	741	0	0	0.3578065585	0.0000000032	0.0000000042
chr1	1484000	1486000	chr1	1506000	1508000	742	753	0	0	0.4563303849	0.0000000000	0.0000000000
chr1	1540000	1542000	chr1	1568000	1570000	770	784	0	0	0.5440981922	0.0000000000	0.0000000000
chr1	1568000	1570000	chr1	1586000	1588000	784	793	0	0	0.4151764313	0.0000000000	0.0000000000
chr1	1618000	1620000	chr1	1640000	1642000	809	820	0	0	0.4138243640	0.0000000000	0.0000000000
chr1	1642000	1644000	chr1	1654000	1656000	821	827	0	0	0.3323357951	0.0000001518	0.0000001685
chr1	1664000	1666000	chr1	1690000	1692000	832	845	0	0	0.4299920087	0.0000000000	0.0000000000
chr1	1696000	1698000	chr1	1714000	1716000	848	857	0	0	0.4335886648	0.0000000000	0.0000000000
chr1	1822000	1824000	chr1	1846000	1848000	911	923	0	0	0.5639326044	0.0000000000	0.0000000000
chr1	1922000	1924000	chr1	1948000	1950000	961	974	0	0	0.3502799604	0.0000002473	0.0000002657
chr1	1938000	1940000	chr1	1948000	1950000	969	974	0	0	0.3826988751	0.0000014228	0.0000014591
chr1	1948000	1950000	chr1	1974000	1976000	974	987	0	0	0.4340623552	0.0000000007	0.0000000010
chr1	1980000	1982000	chr1	1998000	2000000	990	999	0	0	0.3995635282	0.0000000150	0.0000000183
chr1	1998000	2000000	chr1	2006000	2008000	999	1003	0	0	0.3902704122	0.0000005341	0.0000005627
chr1	2034000	2036000	chr1	2062000	2064000	1017	1031	0	0	0.3613391291	0.0000000022	0.0000000029
chr1	2104000	2106000	chr1	2130000	2132000	1052	1065	0	0	0.4044275689	0.0000000000	0.0000000000
chr1	2142000	2144000	chr1	2160000	2162000	1071	1080	0	0	0.4166835194	0.0000000000	0.0000000000
chr1	2166000	2168000	chr1	2184000	2186000	1083	1092	0	0	0.4050111108	0.0000000000	0.0000000000
chr1	2184000	2186000	chr1	2202000	2204000	1092	1101	0	0	0.3156771838	0.0000001523	0.0000001689
chr1	2202000	2204000	chr1	2252000	2254000	1101	1126	0	0	0.7903895011	0.0000000000	0.0000000000
chr1	2280000	2282000	chr1	2298000	2300000	1140	1149	0	0	0.3663862223	0.0000000024	0.0000000032
chr1	2298000	2300000	chr1	2322000	2324000	1149	1161	0	0	0.3211579888	0.0000001672	0.0000001850
chr1	2320000	2322000	chr1	2340000	2342000	1160	1170	0	0	0.4658387154	0.0000000000	0.0000000000
chr1	2340000	2342000	chr1	2366000	2368000	1170	1183	0	0	0.5460388597	0.0000000000	0.0000000000
chr1	2370000	2372000	chr1	2392000	2394000	1185	1196	0	0	0.4745543900	0.0000000000	0.0000000000
chr1	2446000	2448000	chr1	2470000	2472000	1223	1235	0	0	0.4254338251	0.0000000000	0.0000000000
chr1	2474000	2476000	chr1	2486000	2488000	1237	1243	0	0	0.3466348973	0.0000000388	0.0000000454
chr1	2492000	2494000	chr1	2516000	2518000	1246	1258	0	0	0.3863121311	0.0000000179	0.0000000217
chr1	2562000	2564000	chr1	2578000	2580000	1281	1289	0	0	0.4436088965	0.0000000000	0.0000000000
