chrom1	start1	end1	chrom2	start2	end2	bin1	bin2	kernel_id	iteration	score	pvalue	qvalue
chr1	212000	214000	chr1	226000	228000	106	113	0	0	0.3934523133	0.0000000005	0.0000000007
chr1	226000	228000	chr1	246000	248000	113	123	0	0	0.4545350056	0.0000000000	0.0000000000
chr1	248000	250000	chr1	270000	272000	124	135	0	0	0.3457204468	0.0000000190	0.0000000220
chr1	304000	306000	chr1	324000	326000	152	162	0	0	0.3857168551	0.0000000000	0.0000000001
chr1	324000	326000	chr1	344000	346000	162	172	0	0	0.4234592520	0.0000000000	0.0000000000
chr1	348000	350000	chr1	374000	376000	174	187	0	0	0.6678369404	0.0000000000	0.0000000000
chr1	386000	388000	chr1	416000	418000	193	208	0	0	0.4377852223	0.0000000000	0.0000000000
chr1	476000	478000	chr1	506000	508000	238	253	0	0	0.4313465699	0.0000000000	0.0000000000
chr1	522000	524000	chr1	548000	550000	261	274	0	0	0.4950399080	0.0000000000	0.0000000000
chr1	546000	548000	chr1	562000	564000	273	281	0	0	0.5440496256	0.0000000000	0.0000000000
chr1	562000	564000	chr1	584000	586000	281	292	0	0	0.5690895139	0.0000000000	0.0000000000
chr1	584000	586000	chr1	610000	612000	292	305	0	0	0.6636346688	0.0000000000	0.0000000000
chr1	610000	612000	chr1	628000	630000	305	314	0	0	0.4356905677	0.0000000000	0.0000000000
chr1	626000	628000	chr1	662000	664000	313	331	0	0	0.7758810369	0.0000000000	0.0000000000
chr1	710000	712000	chr1	724000	726000	355	362	0	0	0.3142358067	0.0000159766	0.0000160834
chr1	738000	740000	chr1	764000	766000	369	382	0	0	0.4713259394	0.0000000000	0.0000000000
chr1	766000	768000	chr1	786000	788000	383	393	0	0	0.4161727894	0.0000000000	0.0000000000
chr1	822000	824000	chr1	842000	844000	411	421	0	0	0.4931317137	0.0000000000	0.0000000000
chr1	844000	846000	chr1	888000	890000	422	444	0	0	0.6306656620	0.0000000000	0.0000000000
chr1	986000	988000	chr1	1010000	1012000	493	505	0	0	0.3454525677	0.0000000022	0.0000000028
chr1	1008000	1010000	chr1	1028000	1030000	504	514	0	0	0.5840018544	0.0000000000	0.0000000000
chr1	1166000	1168000	chr1	1186000	1188000	583	593	0	0	0.3047519173	0.0000007171	0.0000007538
chr1	1212000	1214000	chr1	1232000	1234000	606	616	0	0	0.5673926712	0.0000000000	0.0000000000
chr1	1236000	1238000	chr1	1274000	1276000	618	637	0	0	0.6500237490	0.0000000000	0.0000000000
chr1	1276000	1278000	chr1	1296000	1298000	638	648	0	0	0.5186726494	0.0000000000	0.0000000000
chr1	1294000	1296000	chr1	1318000	1320000	647	659	0	0	0.5785410289	0.0000000000	0.0000000000
chr1	1330000	1332000	chr1	1344000	1346000	665	672	0	0	0.5333287175	0.0000000000	0.0000000000
chr1	1344000	1346000	chr1	1380000	1382000	672	690	0	0	0.6160433201	0.0000000000	0.0000000000
chr1	1384000	1386000	chr1	1406000	1408000	692	703	0	0	0.3382328552	0.0000000068	0.0000000082
chr1	1406000	1408000	chr1	1428000	1430000	703	714	0	0	0.5266416940	0.0000000000	0.0000000000
chr1	1426000	1428000	chr1	1448000	1450000	713	724	0	0	0.3886570310	0.0000000001	0.0000000001
chr1	1448000	1450000	chr1	1464000	1466000	724	732	0	0	0.3356648888	0.0000000336	0.0000000383
chr1	1464000	1466000	chr1	1482000	1484000	732	741	0	0	0.3542380492	0.0000000027	0.0000000034
