chrom1	start1	end1	chrom2	start2	end2	bin1	bin2	kernel_id	iteration	score	pvalue	qvalue
chr1	210000	212000	chr1	226000	228000	105	113	0	0	0.4401777407	0.0000000000	0.0000000000
chr1	226000	228000	chr1	246000	248000	113	123	0	0	0.4725907823	0.0000000000	0.0000000000
chr1	304000	306000	chr1	324000	326000	152	162	0	0	0.4021064765	0.0000000000	0.0000000000
chr1	324000	326000	chr1	344000	346000	162	172	0	0	0.4586624393	0.0000000000	0.0000000000
chr1	350000	352000	chr1	372000	374000	175	186	0	0	0.6434583746	0.0000000000	0.0000000000
chr1	386000	388000	chr1	416000	418000	193	208	0	0	0.3293296708	0.0000000214	0.0000000256
chr1	448000	450000	chr1	476000	478000	224	238	0	0	0.4665048071	0.0000000000	0.0000000000
chr1	516000	518000	chr1	548000	550000	258	274	0	0	0.4296526102	0.0000000000	0.0000000000
chr1	548000	550000	chr1	562000	564000	274	281	0	0	0.5181138298	0.0000000000	0.0000000000
chr1	560000	562000	chr1	586000	588000	280	293	0	0	0.6303113311	0.0000000000	0.0000000000
chr1	584000	586000	chr1	610000	612000	292	305	0	0	0.6822406590	0.0000000000	0.0000000000
chr1	606000	608000	chr1	628000	630000	303	314	0	0	0.3882388989	0.0000000002	0.0000000002
chr1	626000	628000	chr1	662000	664000	313	331	0	0	0.7019899518	0.0000000000	0.0000000000
chr1	724000	726000	chr1	744000	746000	362	372	0	0	0.3748386131	0.0000006741	0.0000007086
chr1	742000	744000	chr1	766000	768000	371	383	0	0	0.5572267223	0.0000000000	0.0000000000
chr1	766000	768000	chr1	784000	786000	383	392	0	0	0.4949299057	0.0000000000	0.0000000000
chr1	788000	790000	chr1	808000	810000	394	404	0	0	0.3335221792	0.0000000880	0.0000000977
chr1	822000	824000	chr1	842000	844000	411	421	0	0	0.5209434039	0.0000000000	0.0000000000
chr1	846000	848000	chr1	888000	890000	423	444	0	0	0.5703706114	0.0000000000	0.0000000000
chr1	890000	892000	chr1	906000	908000	445	453	0	0	0.4114156163	0.0000000000	0.0000000000
chr1	926000	928000	chr1	942000	944000	463	471	0	0	0.3788172899	0.0000000012	0.0000000016
